ID,LABEL,Parent,definition,PMID,has microbe depleted in diseased host,has microbe expanded in diseased host,term editor,microbe label,Rank,Localization,No.
OHMI:0000722,expansion of Fusobacterium in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Fusobacterium up-regulated in gut of MDD patient compared to healthy human,PMID:40494496,,http://purl.obolibrary.org/obo/NCBITaxon_848,Haihe Wang|Jie Zheng|Yongqun He,Fusobacterium,genus ,Gut,45
OHMI:0000723,expansion of Gammaproteobacteria in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Gammaproteobacteria up-regulated in gut of MDD patient compared to healthy human,PMID:39013880,,http://purl.obolibrary.org/obo/NCBITaxon_1236,Haihe Wang|Jie Zheng|Yongqun He,Gammaproteobacteria,genus ,Gut,46
OHMI:0000724,expansion of Ruminococcus in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Ruminococcus up-regulated in gut of MDD patient compared to healthy human,PMID:40552978,,http://purl.obolibrary.org/obo/NCBITaxon_1263,Haihe Wang|Jie Zheng|Yongqun He,Ruminococcus,genus ,Gut,47
OHMI:0000725,expansion of Deinococcus in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Deinococcus up-regulated in gut of MDD patient compared to healthy human,PMID:35153660,,http://purl.obolibrary.org/obo/NCBITaxon_1298,Haihe Wang|Jie Zheng|Yongqun He,Deinococcus ,genus ,Gut,48
OHMI:0000726,expansion of Enterococcus in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Enterococcus up-regulated in gut of MDD patient compared to healthy human,PMID:37863362,,http://purl.obolibrary.org/obo/NCBITaxon_1350,Haihe Wang|Jie Zheng|Yongqun He,Enterococcus,genus ,Gut,49
OHMI:0000727,expansion of Coriobacterium in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Coriobacterium up-regulated in gut of MDD patient compared to healthy human,PMID:31685046,,http://purl.obolibrary.org/obo/NCBITaxon_33870,Haihe Wang|Jie Zheng|Yongqun He,Coriobacterium,genus ,Gut,50
OHMI:0000728,expansion of Slackia in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Slackia up-regulated in gut of MDD patient compared to healthy human,PMID:31685046,,http://purl.obolibrary.org/obo/NCBITaxon_84108,Haihe Wang|Jie Zheng|Yongqun He,Slackia,genus ,Gut,51
OHMI:0000729,expansion of Enterobacterales in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Enterobacterales up-regulated in gut of MDD patient compared to healthy human,PMID:39013880,,http://purl.obolibrary.org/obo/NCBITaxon_91347,Haihe Wang|Jie Zheng|Yongqun He,Enterobacterales,genus ,Gut,52
OHMI:0000730,expansion of Alistipes in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Alistipes up-regulated in gut of MDD patient compared to healthy human,PMID:40041700|PMID:40621717,,http://purl.obolibrary.org/obo/NCBITaxon_239759,Haihe Wang|Jie Zheng|Yongqun He,Alistipes,genus ,Gut,53
OHMI:0000731,expansion of Odoribacter in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Odoribacter up-regulated in gut of MDD patient compared to healthy human,PMID:35153660|PMID:40552978,,http://purl.obolibrary.org/obo/NCBITaxon_283168,Haihe Wang|Jie Zheng|Yongqun He,Odoribacter,genus ,Gut,54
OHMI:0000732,expansion of Parabacteroides in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Parabacteroides up-regulated in gut of MDD patient compared to healthy human,PMID:34093266|PMID:40717539,,http://purl.obolibrary.org/obo/NCBITaxon_375288,Haihe Wang|Jie Zheng|Yongqun He,Parabacteroides,genus ,Gut,55
OHMI:0000733,expansion of Rothia in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Rothia up-regulated in gut of MDD patient compared to healthy human,PMID:31685046,,http://purl.obolibrary.org/obo/NCBITaxon_508215,Haihe Wang|Jie Zheng|Yongqun He, Rothia,genus ,Gut,56
OHMI:0000734,expansion of Flavonifractor in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Flavonifractor up-regulated in gut of MDD patient compared to healthy human,PMID:39716675,,http://purl.obolibrary.org/obo/NCBITaxon_946234,Haihe Wang|Jie Zheng|Yongqun He,Flavonifractor,genus ,Gut,57
OHMI:0000735,expansion of Intestinimonas in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Intestinimonas up-regulated in gut of MDD patient compared to healthy human,PMID:39716675,,http://purl.obolibrary.org/obo/NCBITaxon_1392389,Haihe Wang|Jie Zheng|Yongqun He,Intestinimonas,genus ,Gut,58
OHMI:0000736,expansion of Sellimonas in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Sellimonas up-regulated in gut of MDD patient compared to healthy human,PMID:40494496,,http://purl.obolibrary.org/obo/NCBITaxon_1769710,Haihe Wang|Jie Zheng|Yongqun He,Sellimonas,genus ,Gut,59
OHMI:0000737,expansion of Dysosmobacter in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Dysosmobacter up-regulated in gut of MDD patient compared to healthy human,PMID:40041700,,http://purl.obolibrary.org/obo/NCBITaxon_2591381,Haihe Wang|Jie Zheng|Yongqun He,Dysosmobacter,genus ,Gut,60
OHMI:0000738,expansion of Pseudomonas in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Pseudomonas up-regulated in gut of MDD patient compared to healthy human,PMID:30584306,,http://purl.obolibrary.org/obo/NCBITaxon_286,Haihe Wang|Jie Zheng|Yongqun He,Pseudomonas,genus,Gut,61
OHMI:0000739,expansion of Bacteroides in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Bacteroides up-regulated in gut of MDD patient compared to healthy human,PMID:30927646|PMID:33268363|PMID:34093266|PMID:35344817|PMID:38417224|PMID:39716675|PMID:40552978,,http://purl.obolibrary.org/obo/NCBITaxon_816,Haihe Wang|Jie Zheng|Yongqun He,Bacteroides,genus,Gut,62
OHMI:0000740,expansion of Oxalobacter in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Oxalobacter up-regulated in gut of MDD patient compared to healthy human,PMID:30584306,,http://purl.obolibrary.org/obo/NCBITaxon_846,Haihe Wang|Jie Zheng|Yongqun He,Oxalobacter,genus,Gut,63
OHMI:0000741,expansion of Megasphaera in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Megasphaera up-regulated in gut of MDD patient compared to healthy human,PMID:37863362,,http://purl.obolibrary.org/obo/NCBITaxon_906,Haihe Wang|Jie Zheng|Yongqun He,Megasphaera,genus,Gut,64
OHMI:0000742,expansion of Peptostreptococcus in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Peptostreptococcus up-regulated in gut of MDD patient compared to healthy human,PMID:30584306|PMID:37863362,,http://purl.obolibrary.org/obo/NCBITaxon_1257,Haihe Wang|Jie Zheng|Yongqun He, Peptostreptococcus,genus,Gut,65
OHMI:0000743,expansion of Streptococcus in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Streptococcus up-regulated in gut of MDD patient compared to healthy human,PMID:37863362|PMID:40494496|PMID:40717539,,http://purl.obolibrary.org/obo/NCBITaxon_1301,Haihe Wang|Jie Zheng|Yongqun He,Streptococcus,genus,Gut,66
OHMI:0000744,expansion of Gemella in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Gemella up-regulated in gut of MDD patient compared to healthy human,PMID:30584306,,http://purl.obolibrary.org/obo/NCBITaxon_1378,Haihe Wang|Jie Zheng|Yongqun He,Gemella,genus,Gut,67
OHMI:0000745,expansion of Atopobium in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Atopobium up-regulated in gut of MDD patient compared to healthy human,PMID:31685046,,http://purl.obolibrary.org/obo/NCBITaxon_1380,Haihe Wang|Jie Zheng|Yongqun He, Atopobium,genus,Gut,68
OHMI:0000746,expansion of Actinomyces in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Actinomyces up-regulated in gut of MDD patient compared to healthy human,PMID:40041700,,http://purl.obolibrary.org/obo/NCBITaxon_1654,Haihe Wang|Jie Zheng|Yongqun He, Actinomyces,genus,Gut,69
OHMI:0000747,expansion of Bifidobacterium in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Bifidobacterium up-regulated in gut of MDD patient compared to healthy human,PMID:30927646|PMID:31685046|PMID:37863362|PMID:40717539,,http://purl.obolibrary.org/obo/NCBITaxon_1678,Haihe Wang|Jie Zheng|Yongqun He, Bifidobacterium,genus,Gut,70
OHMI:0000748,expansion of Leptonema in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Leptonema up-regulated in gut of MDD patient compared to healthy human,PMID:37863362,,http://purl.obolibrary.org/obo/NCBITaxon_32205,Haihe Wang|Jie Zheng|Yongqun He,Leptonema,genus,Gut,71
OHMI:0000749,expansion of Eggerthella in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Eggerthella up-regulated in gut of MDD patient compared to healthy human,PMID:31685046|PMID:39716675|PMID:40494496,,http://purl.obolibrary.org/obo/NCBITaxon_84111,Haihe Wang|Jie Zheng|Yongqun He,Eggerthella,genus,Gut,72
OHMI:0000750,expansion of Granulicatella in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Granulicatella up-regulated in gut of MDD patient compared to healthy human,PMID:37863362,,http://purl.obolibrary.org/obo/NCBITaxon_117563,Haihe Wang|Jie Zheng|Yongqun He,Granulicatella,genus,Gut,73
OHMI:0000751,expansion of Bulleidia in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Bulleidia up-regulated in gut of MDD patient compared to healthy human,PMID:30584306,,http://purl.obolibrary.org/obo/NCBITaxon_118747,Haihe Wang|Jie Zheng|Yongqun He, Bulleidia,genus,Gut,74
OHMI:0000752,expansion of Olsenella in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Olsenella up-regulated in gut of MDD patient compared to healthy human,PMID:31685046,,http://purl.obolibrary.org/obo/NCBITaxon_133925,Haihe Wang|Jie Zheng|Yongqun He, Olsenella,genus,Gut,75
OHMI:0000753,expansion of Adlercreutzia in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Adlercreutzia up-regulated in gut of MDD patient compared to healthy human,PMID:37863362|PMID:40552978,,http://purl.obolibrary.org/obo/NCBITaxon_447020,Haihe Wang|Jie Zheng|Yongqun He,Adlercreutzia,genus,Gut,76
OHMI:0000754,expansion of Oscillibacter in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Oscillibacter up-regulated in gut of MDD patient compared to healthy human,PMID:30927646,,http://purl.obolibrary.org/obo/NCBITaxon_459786,Haihe Wang|Jie Zheng|Yongqun He, Oscillibacter,genus,Gut,77
OHMI:0000755,expansion of Parvimonas in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Parvimonas up-regulated in gut of MDD patient compared to healthy human,PMID:30584306,,http://purl.obolibrary.org/obo/NCBITaxon_543311,Haihe Wang|Jie Zheng|Yongqun He,Parvimonas,genus,Gut,78
OHMI:0000756,expansion of Lachnoanaerobaculum in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Lachnoanaerobaculum up-regulated in gut of MDD patient compared to healthy human,PMID:37863362,,http://purl.obolibrary.org/obo/NCBITaxon_1164882,Haihe Wang|Jie Zheng|Yongqun He,Lachnoanaerobaculum,genus,Gut,79
OHMI:0000757,expansion of Lachnoclostridium in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Lachnoclostridium up-regulated in gut of MDD patient compared to healthy human,PMID:40717539,,http://purl.obolibrary.org/obo/NCBITaxon_1506553,Haihe Wang|Jie Zheng|Yongqun He,Lachnoclostridium,genus,Gut,80
OHMI:0000758,expansion of Fenollaria in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Fenollaria up-regulated in gut of MDD patient compared to healthy human,PMID:32867257,,http://purl.obolibrary.org/obo/NCBITaxon_1686313,Haihe Wang|Jie Zheng|Yongqun He, Fenollaria,genus,Gut,81
OHMI:0000759,expansion of Ruthenibacterium in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Ruthenibacterium up-regulated in gut of MDD patient compared to healthy human,PMID:40041700,,http://purl.obolibrary.org/obo/NCBITaxon_1905344,Haihe Wang|Jie Zheng|Yongqun He,Ruthenibacterium,genus,Gut,82
OHMI:0000760,expansion of Thomasclavelia in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Thomasclavelia up-regulated in gut of MDD patient compared to healthy human,PMID:40041700|PMID:40494496,,http://purl.obolibrary.org/obo/NCBITaxon_3025755,Haihe Wang|Jie Zheng|Yongqun He,Thomasclavelia,genus,Gut,83
OHMI:0000761,expansion of Psychrobacter in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Psychrobacter up-regulated in gut of MDD patient compared to healthy human,PMID:37863362,,http://purl.obolibrary.org/obo/NCBITaxon_497,Haihe Wang|Jie Zheng|Yongqun He,Psychrobacter,family,Gut,84
OHMI:0000762,expansion of Enterobacteriaceae in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Enterobacteriaceae up-regulated in gut of MDD patient compared to healthy human,PMID:39013880|PMID:40717539,,http://purl.obolibrary.org/obo/NCBITaxon_543,Haihe Wang|Jie Zheng|Yongqun He, Enterobacteriaceae,family,Gut,85
OHMI:0000763,expansion of Streptococcaceae in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Streptococcaceae up-regulated in gut of MDD patient compared to healthy human,PMID:39719433,,http://purl.obolibrary.org/obo/NCBITaxon_1300,Haihe Wang|Jie Zheng|Yongqun He,Streptococcaceae,family,Gut,86
OHMI:0000764,expansion of Bifidobacteriaceae in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Bifidobacteriaceae up-regulated in gut of MDD patient compared to healthy human,PMID:40717539,,http://purl.obolibrary.org/obo/NCBITaxon_31953,Haihe Wang|Jie Zheng|Yongqun He,Bifidobacteriaceae,family,Gut,87
OHMI:0000765,expansion of Veillonellaceae in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Veillonellaceae up-regulated in gut of MDD patient compared to healthy human,PMID:40717539,,http://purl.obolibrary.org/obo/NCBITaxon_31977,Haihe Wang|Jie Zheng|Yongqun He,Veillonellaceae,family,Gut,88
OHMI:0000766,expansion of Lactobacillaceae in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Lactobacillaceae up-regulated in gut of MDD patient compared to healthy human,PMID:39719433,,http://purl.obolibrary.org/obo/NCBITaxon_33958,Haihe Wang|Jie Zheng|Yongqun He,Lactobacillaceae,family,Gut,89
OHMI:0000767,expansion of Flavobacteriaceae in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Flavobacteriaceae up-regulated in gut of MDD patient compared to healthy human,PMID:32867257,,http://purl.obolibrary.org/obo/NCBITaxon_49546,Haihe Wang|Jie Zheng|Yongqun He,Flavobacteriaceae,family,Gut,90
OHMI:0000768,expansion of Rikenellaceae in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Rikenellaceae up-regulated in gut of MDD patient compared to healthy human,PMID:34093266,,http://purl.obolibrary.org/obo/NCBITaxon_171550,Haihe Wang|Jie Zheng|Yongqun He,Rikenellaceae,family,Gut,91
OHMI:0000769,expansion of Porphyromonadaceae in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Porphyromonadaceae up-regulated in gut of MDD patient compared to healthy human,PMID:34093266,,http://purl.obolibrary.org/obo/NCBITaxon_171551,Haihe Wang|Jie Zheng|Yongqun He,Porphyromonadaceae,family,Gut,92
OHMI:0000770,expansion of Deinococcaceae in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Deinococcaceae up-regulated in gut of MDD patient compared to healthy human,PMID:35153660,,http://purl.obolibrary.org/obo/NCBITaxon_183710,Haihe Wang|Jie Zheng|Yongqun He, Deinococcaceae,family,Gut,93
OHMI:0000771,expansion of Paenibacillaceae in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Paenibacillaceae up-regulated in gut of MDD patient compared to healthy human,PMID:32867257,,http://purl.obolibrary.org/obo/NCBITaxon_186822,Haihe Wang|Jie Zheng|Yongqun He,Paenibacillaceae ,family,Gut,94
OHMI:0000772,expansion of Tannerellaceae in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Tannerellaceae up-regulated in gut of MDD patient compared to healthy human,PMID:40717539,,http://purl.obolibrary.org/obo/NCBITaxon_2005525,Haihe Wang|Jie Zheng|Yongqun He,Tannerellaceae,family,Gut,95
OHMI:0000773,expansion of Pseudomonadales in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Pseudomonadales up-regulated in gut of MDD patient compared to healthy human,PMID:36699448,,http://purl.obolibrary.org/obo/NCBITaxon_72274,Haihe Wang|Jie Zheng|Yongqun He,Pseudomonadales,order,Gut,96
OHMI:0000774,expansion of Verrucomicrobia in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Verrucomicrobia up-regulated in gut of MDD patient compared to healthy human,PMID:40552978,,http://purl.obolibrary.org/obo/NCBITaxon_74201,Haihe Wang|Jie Zheng|Yongqun He,Verrucomicrobia,Phylum,Gut,97
OHMI:0000775,expansion of Actinomycetota in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Actinomycetota up-regulated in gut of MDD patient compared to healthy human,PMID:30927646|PMID:31685046|PMID:36699448|PMID:37863362,,http://purl.obolibrary.org/obo/NCBITaxon_201174,Haihe Wang|Jie Zheng|Yongqun He,Actinomycetota,Phylum,Gut,98
OHMI:0000776,expansion of Spirochaetota in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Spirochaetota up-regulated in gut of MDD patient compared to healthy human,PMID:37863362,,http://purl.obolibrary.org/obo/NCBITaxon_203691,Haihe Wang|Jie Zheng|Yongqun He,Spirochaetota,Phylum,Gut,99
OHMI:0000777,expansion of Lentisphaerota in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Lentisphaerota up-regulated in gut of MDD patient compared to healthy human,PMID:40552978,,http://purl.obolibrary.org/obo/NCBITaxon_256845,Haihe Wang|Jie Zheng|Yongqun He,Lentisphaerota,Phylum,Gut,100
OHMI:0000778,depletion of Enterocloster clostridioformis in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Enterocloster clostridioformis down-regulated in gut of MDD patient compared to healthy human,PMID:39719433,http://purl.obolibrary.org/obo/NCBITaxon_1531,,Haihe Wang|Jie Zheng|Yongqun He,Enterocloster clostridioformis,species,Gut,101
OHMI:0000779,depletion of Lactobacillus sp. in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Lactobacillus sp. down-regulated in gut of MDD patient compared to healthy human,PMID:39217732,http://purl.obolibrary.org/obo/NCBITaxon_1591,,Haihe Wang|Jie Zheng|Yongqun He,Lactobacillus sp.,species,Gut,102
OHMI:0000780,depletion of Amycolatopsis sp. in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Amycolatopsis sp. down-regulated in gut of MDD patient compared to healthy human,PMID:41173853,http://purl.obolibrary.org/obo/NCBITaxon_37632,,Haihe Wang|Jie Zheng|Yongqun He,Amycolatopsis sp. ,species,Gut,103
OHMI:0000781,depletion of Dorea formicigenerans in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Dorea formicigenerans down-regulated in gut of MDD patient compared to healthy human,PMID:39719433,http://purl.obolibrary.org/obo/NCBITaxon_39486,,Haihe Wang|Jie Zheng|Yongqun He,Dorea formicigenerans,species,Gut,104
OHMI:0000782,depletion of Anaerobutyricum hallii in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Anaerobutyricum hallii down-regulated in gut of MDD patient compared to healthy human,PMID:33268363|PMID:39719433,http://purl.obolibrary.org/obo/NCBITaxon_39488,,Haihe Wang|Jie Zheng|Yongqun He,Anaerobutyricum hallii,species,Gut,105
OHMI:0000783,depletion of Eubacterium ventriosum in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Eubacterium ventriosum down-regulated in gut of MDD patient compared to healthy human,PMID:33268363,http://purl.obolibrary.org/obo/NCBITaxon_39496,,Haihe Wang|Jie Zheng|Yongqun He,Eubacterium ventriosum,species,Gut,106
OHMI:0000784,depletion of Eubacterium xylanophilum in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Eubacterium xylanophilum down-regulated in gut of MDD patient compared to healthy human,PMID:40717539,http://purl.obolibrary.org/obo/NCBITaxon_39497,,Haihe Wang|Jie Zheng|Yongqun He,Eubacterium xylanophilum,species,Gut,107
OHMI:0000785,depletion of Blautia obeum in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Blautia obeum down-regulated in gut of MDD patient compared to healthy human,PMID:33268363,http://purl.obolibrary.org/obo/NCBITaxon_40520,,Haihe Wang|Jie Zheng|Yongqun He,Blautia obeum,species,Gut,108
OHMI:0000786,depletion of Fusobacterium sp. in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Fusobacterium sp. down-regulated in gut of MDD patient compared to healthy human,PMID:39217732,http://purl.obolibrary.org/obo/NCBITaxon_68766,,Haihe Wang|Jie Zheng|Yongqun He,Fusobacterium sp.,species,Gut,109
OHMI:0000787,depletion of Shewanella livingstonensis in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Shewanella livingstonensis down-regulated in gut of MDD patient compared to healthy human,PMID:41173853,http://purl.obolibrary.org/obo/NCBITaxon_150120,,Haihe Wang|Jie Zheng|Yongqun He,Shewanella livingstonensis,species,Gut,110
OHMI:0000788,depletion of Phocaeicola plebeius in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Phocaeicola plebeius down-regulated in gut of MDD patient compared to healthy human,PMID:39719433,http://purl.obolibrary.org/obo/NCBITaxon_310297,,Haihe Wang|Jie Zheng|Yongqun He,Phocaeicola plebeius,species,Gut,111
OHMI:0000789,depletion of Phocaeicola coprocola in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Phocaeicola coprocola down-regulated in gut of MDD patient compared to healthy human,PMID:39719433,http://purl.obolibrary.org/obo/NCBITaxon_310298,,Haihe Wang|Jie Zheng|Yongqun He,Phocaeicola coprocola,species,Gut,112
OHMI:0000790,depletion of Blautia wexlerae in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Blautia wexlerae down-regulated in gut of MDD patient compared to healthy human,PMID:33268363,http://purl.obolibrary.org/obo/NCBITaxon_418240,,Haihe Wang|Jie Zheng|Yongqun He,Blautia wexlerae,species,Gut,113
OHMI:0000791,depletion of Megamonas funiformis in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Megamonas funiformis down-regulated in gut of MDD patient compared to healthy human,PMID:39719433,http://purl.obolibrary.org/obo/NCBITaxon_437897,,Haihe Wang|Jie Zheng|Yongqun He,Megamonas funiformis,species,Gut,114
OHMI:0000792,depletion of Anaerostipes hadrus in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Anaerostipes hadrus down-regulated in gut of MDD patient compared to healthy human,PMID:39719433,http://purl.obolibrary.org/obo/NCBITaxon_649756,,Haihe Wang|Jie Zheng|Yongqun He,Anaerostipes hadrus,species,Gut,115
OHMI:0000793,depletion of Fusicatenibacter saccharivorans in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Fusicatenibacter saccharivorans down-regulated in gut of MDD patient compared to healthy human,PMID:39719433,http://purl.obolibrary.org/obo/NCBITaxon_1150298,,Haihe Wang|Jie Zheng|Yongqun He,Fusicatenibacter saccharivorans,species,Gut,116
OHMI:0000794,depletion of Streptococcus rubneri in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Streptococcus rubneri down-regulated in gut of MDD patient compared to healthy human,PMID:39719433,http://purl.obolibrary.org/obo/NCBITaxon_1234680,,Haihe Wang|Jie Zheng|Yongqun He,Streptococcus rubneri,species,Gut,117
OHMI:0000795,depletion of Clostridium sp. CAG:217 in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Clostridium sp. CAG:217 down-regulated in gut of MDD patient compared to healthy human,PMID:33268363,http://purl.obolibrary.org/obo/NCBITaxon_1262779,,Haihe Wang|Jie Zheng|Yongqun He,Clostridium sp. CAG:217,species,Gut,118
OHMI:0000796,depletion of Clostridium sp. CAG:510 in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Clostridium sp. CAG:510 down-regulated in gut of MDD patient compared to healthy human,PMID:33268363,http://purl.obolibrary.org/obo/NCBITaxon_1262816,,Haihe Wang|Jie Zheng|Yongqun He,Clostridium sp. CAG:510,species,Gut,119
OHMI:0000797,depletion of Clostridium sp. CAG:62 in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Clostridium sp. CAG:62 down-regulated in gut of MDD patient compared to healthy human,PMID:33268363,http://purl.obolibrary.org/obo/NCBITaxon_1262828,,Haihe Wang|Jie Zheng|Yongqun He,Clostridium sp. CAG:62,species,Gut,120
OHMI:0000798,depletion of Eubacterium sp. CAG:156 in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Eubacterium sp. CAG:156 down-regulated in gut of MDD patient compared to healthy human,PMID:33268363,http://purl.obolibrary.org/obo/NCBITaxon_1262880,,Haihe Wang|Jie Zheng|Yongqun He,Eubacterium sp. CAG:156,species,Gut,121
OHMI:0000799,depletion of Eubacterium sp. CAG:202 in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Eubacterium sp. CAG:202 down-regulated in gut of MDD patient compared to healthy human,PMID:33268363,http://purl.obolibrary.org/obo/NCBITaxon_1262884,,Haihe Wang|Jie Zheng|Yongqun He,Eubacterium sp. CAG:202,species,Gut,122
OHMI:0000800,depletion of Romboutsia timonensis in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Romboutsia timonensis down-regulated in gut of MDD patient compared to healthy human,PMID:39719433,http://purl.obolibrary.org/obo/NCBITaxon_1776391,,Haihe Wang|Jie Zheng|Yongqun He,Romboutsia timonensis,species,Gut,123
OHMI:0000801,depletion of Paraglaciecola sp. in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Paraglaciecola sp. down-regulated in gut of MDD patient compared to healthy human,PMID:41173853,http://purl.obolibrary.org/obo/NCBITaxon_1920173,,Haihe Wang|Jie Zheng|Yongqun He,Paraglaciecola sp.,species,Gut,124
OHMI:0000802,depletion of Nannocystis sp. in gut of MDD patient compared to healthy human,bacterial change in gut of MDD patient compared to healthy human,Nannocystis sp. down-regulated in gut of MDD patient compared to healthy human,PMID:41173853,http://purl.obolibrary.org/obo/NCBITaxon_1962667,,Haihe Wang|Jie Zheng|Yongqun He,Nannocystis sp. ,species,Gut,125
